@relation 'virus-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.WrapperSubsetEval -B weka.classifiers.trees.J48 -F 5 -T 0.01 -R 1 -- -C 0.25 -M 2-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute AddressSub numeric
@attribute InnerSub numeric
@attribute RemoteSub numeric
@attribute QuotientStartNodeId numeric
@attribute QuotientRemoteSub numeric
@attribute QuotientStartGraphNodes numeric
@attribute StartNondirectedGraph numeric
@attribute SumofAbExterSub numeric
@attribute SumofAbInnerSub numeric
@attribute QuotientofAbsolutedNodes numeric
@attribute SumofFinalExterSub numeric
@attribute SumofFinalInnerSub numeric
@attribute MaxGraphNodes numeric
@attribute result {virus,begnign}

@data
252,2,34,1.68,11.88,7.35,362,0,0,13.93,115,2,175,begnign
231,0,0,0,0,29.11,9,0,0,65.5,30,0,119,begnign
205,2,14,1.94,23.14,9.82,281,0,0,10.45,102,2,64,begnign
53,4,6,2.4,20.83,1.09,115,8,1,12.5,53,2,115,begnign
172,2,8,1.89,38,1.8,297,0,0,152,121,2,240,begnign
1157,345,10,9.07,191.3,13.76,1342,73,16,3.72,294,69,176,begnign
280,2,1,1.72,431,10.51,339,0,0,11.97,147,2,76,begnign
548,2,16,1.58,46.06,73.7,10,0,0,12.28,170,2,139,begnign
11,0,0,0,0,27,1,0,0,9,15,0,21,begnign
526,2,44,89.67,18.34,29.89,761,3,0,23.06,231,2,169,begnign
185,2,52,84,4.85,36,7,0,0,2.9,12,2,13,begnign
1865,2,97,223.9,23.08,149.27,2035,0,0,13.17,274,2,320,begnign
25,0,16,1.68,2.62,14,42,0,0,0,0,0,27,begnign
83,2,8,0,20.75,0,0,0,0,18.44,73,2,69,begnign
21,0,0,2.05,0,43,1,2,0,8.6,19,0,22,begnign
241,0,12,1.46,30.75,28.38,333,3,0,11.53,112,0,297,begnign
388,0,27,310,22.96,34.44,579,0,0,16.32,204,0,165,begnign
310,2,20,5.03,23.4,15.6,432,1,0,36,134,2,262,begnign
36,0,30,0,3.23,97,1,0,0,97,30,0,59,begnign
2389,2,18,1.55,146.28,19.22,2350,0,0,9.9,223,2,470,begnign
130,0,38,1.36,6.03,229,1,1,0,57.25,59,0,72,begnign
635,0,45,92.5,20.56,44.05,848,0,0,19.68,244,0,266,begnign
1271,2,272,1.26,6.72,79.52,1557,19,0,7.92,264,2,368,begnign
490,7,9,1.29,69,32.68,562,0,0,11.09,114,5,169,begnign
138,0,25,1.72,9.44,23.6,10,0,0,47.2,72,0,46,begnign
153,2,7,2.36,50.29,5.42,331,0,0,58.67,189,2,236,begnign
247,290,4,3.64,165.75,3.35,540,1,21,5.77,110,33,198,begnign
5,9,4,6.77,22,1.1,81,0,2,44,69,3,80,begnign
10,3,14,10.89,7,1.27,77,3,1,6.12,67,1,77,begnign
249,0,2,0,139.5,139.5,2,0,0,31,27,0,217,begnign
75,0,4,55,27.5,55,2,0,0,11,30,0,43,begnign
478,2,5,2.94,139.4,77.44,648,0,0,15.84,211,1,164,begnign
70,1,4,1.53,26.75,11.89,61,0,0,13.38,31,0,18,begnign
555,1,6,4.03,121.67,91.25,8,0,0,21.47,167,0,253,begnign
351,7,72,1.48,7.12,42.75,434,8,0,7.33,73,3,166,begnign
614,2,9,1.33,87.78,28.21,594,0,0,9.88,164,2,78,begnign
21,5,28,4.5,2.57,1.2,67,0,0,24,16,3,60,begnign
951,2,7,1.2,146.29,113.78,595,0,0,2.81,63,2,130,begnign
1175,10,31,1.22,46.1,27.48,1370,0,0,31.07,209,4,439,begnign
311,2,24,1.46,19.12,9.98,411,5,0,11.2,116,2,63,begnign
288,2,50,1.43,8.06,31,367,0,0,18.32,62,2,82,begnign
83,7,4,5.48,60.25,1.08,236,1,0,48.2,144,6,224,begnign
4,7,9,7,3.89,1.3,33,0,0,17.5,13,3,27,begnign
10,2,5,7.43,10.4,1,52,0,0,0,34,2,0,begnign
162,2,4,1.51,63.25,253,1,0,0,31.62,84,2,113,begnign
13,0,0,7.67,0,13.8,5,0,0,0,55,0,51,begnign
403,2,19,207,32.68,41.4,577,0,0,18.82,196,2,144,begnign
2033,2,10,35.2,228.8,40.14,1824,0,0,5.27,242,2,263,begnign
241,9,9,2.06,40.11,60.17,6,0,6,7.68,95,0,176,begnign
63,6,3,3.14,66,1.53,193,4,0,39.6,120,5,129,begnign
77,2,0,3.57,0,7.3,162,0,0,0,88,2,73,begnign
146,2,33,2.79,13.42,2.73,439,4,0,110.75,257,2,311,begnign
59,3,23,3.92,10.04,3.55,231,0,0,0,145,2,179,begnign
1420,23,58,3.86,28.88,128.85,1018,0,10,2.6,154,5,485,begnign
3153,42,95,2.09,37.16,271.54,2238,0,12,2.83,216,12,805,begnign
1927,54,101,2.17,22.54,99,1177,0,30,2.22,154,5,167,begnign
1075,107,18,2.17,75.22,225.67,867,0,7,3.02,153,6,466,begnign
2818,118,24,2.2,132.5,31.18,1696,0,4,2.22,207,6,1010,begnign
274,2,2,0,192.5,48.12,384,0,0,385,106,2,95,begnign
41,0,2,2.23,48,96,1,2,0,24,50,0,40,begnign
37,0,6,5.33,18.67,16,7,0,0,112,68,0,95,begnign
392,0,10,6.16,60.4,1.92,583,10,0,31.79,191,0,315,begnign
99,2,16,2.44,12.38,18,184,0,0,18,80,2,102,begnign
746,2,58,1.95,18.45,7.81,1010,2,0,20.98,261,2,622,begnign
51,2,21,3.94,9.19,2.01,177,8,1,12.06,110,1,96,begnign
146,2,25,2.18,11.52,4.3,275,3,0,96,111,2,151,begnign
72,0,9,2.95,12.44,56,2,2,0,16,28,0,51,begnign
451,2,11,2.05,58.45,53.58,581,5,0,17.38,173,2,209,begnign
24,0,0,3.32,0,9.12,8,0,0,0,48,0,55,begnign
150,2,8,3.26,34.62,1.05,272,5,0,55.4,111,2,265,begnign
166,0,4,1.5,61.25,10.21,220,0,0,12.25,74,0,39,begnign
97,2,12,0,13.67,41,4,0,0,164,52,2,90,begnign
39,0,4,2.13,20.25,2.89,75,0,0,20.25,37,0,57,begnign
55,2,2,20,100,28.57,198,0,0,100,140,2,193,begnign
932,2,4,9.98,292,5.56,965,0,0,7.21,229,2,210,begnign
288,2,10,92.6,46.3,42.09,420,0,0,14.47,162,2,191,begnign
154,2,5,1.55,46,23,10,0,0,13.53,68,2,36,begnign
486,2,25,1.34,24.64,41.07,548,1,0,11.2,101,2,76,begnign
2,0,0,0,0,0,0,0,0,1,0,0,1,begnign
2485,2,16,12.17,187.19,50.76,2898,0,0,36.98,491,2,726,begnign
664,2,45,0,24.2,19.8,1048,0,0,38.89,377,2,479,begnign
17,3,13,7.5,9.23,1.12,110,0,0,12,86,2,107,begnign
20,4,4,4.21,20,1.63,79,0,0,80,51,3,49,begnign
998,2,9,1.75,139.78,11.13,1104,0,0,12.46,248,2,240,begnign
33,0,0,2.18,0,72,1,1,0,24,37,0,27,begnign
233,2,4,2.13,100,8.51,391,0,0,44.44,160,2,278,begnign
232,2,7,2.47,55.43,24.25,354,2,0,16.87,144,2,166,begnign
4,3,4,13,9.75,1.15,34,5,0,7.8,22,2,34,begnign
1,0,0,0,0,1.5,2,0,0,3,1,0,2,begnign
692,2,14,1.36,65,33.7,803,3,0,8.5,198,2,318,begnign
729,2,15,1.36,62.8,62.8,836,0,0,12.23,195,2,90,begnign
2092,2,325,1339,8.24,116.43,2327,9,0,7.95,249,2,605,begnign
993,2,12,1.71,94.5,49.3,1049,0,0,15.53,126,2,83,begnign
79,2,29,1.7,6.14,3.07,159,9,0,19.78,58,2,58,begnign
72,0,1,7.11,199,99.5,2,0,0,199,125,0,94,begnign
5,0,1,6.8,34,1.17,34,0,0,0,27,0,29,begnign
17,3,17,3.86,6.59,1.14,101,0,0,10.18,74,2,98,begnign
123,2,9,3.81,22.44,2.13,190,0,0,50.5,67,2,95,begnign
89,58,1,2.96,222,1.1,207,0,2,31.71,72,22,201,begnign
47,0,0,3.95,0,83,1,0,0,41.5,35,0,38,begnign
857,16,10,1.44,100.4,167.33,825,0,1,6.24,120,5,549,begnign
39,2,16,2.83,5.12,13.67,6,0,1,2.83,24,0,34,begnign
41,0,16,2.07,5.31,12.14,7,0,0,9.44,27,0,20,begnign
231,2,33,2.58,13.7,8.53,440,0,0,45.2,185,2,214,begnign
778,0,1,876,876,18.64,651,0,0,6.08,96,0,76,begnign
118,0,16,1.46,12.25,7.84,185,1,0,39.2,60,0,111,begnign
2686,2,33,748.75,90.76,11.48,2720,0,0,62.4,273,2,1217,begnign
218,2,7,0,49.71,3.48,343,0,0,69.6,120,2,124,begnign
135,0,8,7.71,20.25,11.57,129,0,0,11.57,18,0,15,begnign
173,2,11,2.11,25.73,21.77,266,3,0,25.73,93,2,76,begnign
295,0,83,164.33,5.94,14.09,485,2,0,61.62,112,0,249,begnign
144,0,46,115.67,7.54,49.57,7,23,0,12.39,133,0,170,begnign
800,0,114,403,10.61,24.67,1157,2,0,31,292,0,209,begnign
307,2,13,449,34.54,29.93,435,0,0,32.07,126,2,126,begnign
444,0,24,8.24,26.79,80.38,530,0,0,7.31,174,0,336,begnign
952,2,53,436.67,24.72,43.67,1247,0,0,35.41,302,2,270,begnign
101,2,11,2.25,18.18,40,176,1,0,18.18,84,2,85,begnign
11,2,4,13,6.5,5.2,5,0,0,0,8,2,13,begnign
235,110,1,2,449,3.9,350,1,2,6.15,84,29,115,begnign
41,2,12,3.84,9.92,1.16,113,5,0,19.83,58,2,103,begnign
64,0,0,2.4,0,18.62,144,0,0,29.8,84,0,47,begnign
223,2,6,0,50.5,4.39,286,0,0,20.2,71,2,102,begnign
7,0,0,3.6,0,2.25,8,0,0,0,10,0,10,begnign
7,0,0,0,0,15,1,0,0,15,7,0,14,begnign
2677,2,54,6.65,53.59,57.88,2211,0,0,4.62,160,2,254,begnign
58,0,1,1.11,63,9,7,0,0,1.12,3,0,7,begnign
4749,2,90,3.68,55.66,100.18,3921,0,0,5.01,167,2,288,begnign
1639,8,17,2.95,100.41,60.96,771,0,0,2.04,40,2,127,begnign
1652,2,19,3.82,90.26,43.97,880,0,0,2.2,41,2,105,begnign
103,1,2,1.14,59.5,11.9,10,0,0,9.15,12,0,46,begnign
4696,0,0,0,0,0,0,0,0,1.02,0,0,3,begnign
1871,7,13,1.06,152.15,73.26,1909,0,0,31.9,86,4,291,begnign
293,1,2,1.19,176,11.73,326,0,0,14.67,54,0,67,begnign
78,0,1,1.88,147,24.5,6,0,0,9.8,67,0,33,begnign
1260,2,8,1451,181.38,53.74,1198,0,0,9.87,180,2,97,begnign
77,2,13,49.33,11.38,10.57,128,0,0,16.44,55,2,51,begnign
3038,16,27,1.09,123.26,475.43,2721,0,0,5.78,243,11,814,begnign
3469,2,17,5.56,215.71,203.72,2937,2,0,9.14,176,2,273,begnign
30,2,2,2.27,34,11.33,8,0,0,7.56,33,2,33,begnign
133,0,16,1.74,14.88,5.41,222,0,0,21.64,88,0,140,begnign
29,0,1,2.72,79,6.58,69,0,0,19.75,48,0,26,begnign
31,0,6,0,10,20,3,0,0,6.67,22,0,12,begnign
4,3,3,13,13,1.15,34,5,0,7.8,23,2,34,begnign
41,2,15,3.23,10.13,2.3,147,5,0,30.4,88,2,66,begnign
226,0,6,92,46,39.43,7,0,0,2.65,43,0,33,begnign
3453,55,21,2.2,182.14,212.5,2018,0,4,2.16,257,11,854,begnign
61,5,7,2.89,25.14,1.32,159,4,0,11.73,97,4,133,begnign
1848,43,190,3.05,12.51,158.4,1199,31,16,2.09,231,10,579,begnign
42,2,2,6.64,36.5,3.17,56,0,0,10.43,26,2,30,begnign
46,2,2,5.24,44.5,3.87,83,0,0,14.83,38,2,49,begnign
39,2,2,14,42,3.65,68,0,0,14,40,2,36,begnign
285,2,3,4.42,126.67,34.55,354,0,0,23.75,89,2,81,begnign
798,2,22,30.74,48.91,19.56,996,0,0,18.55,253,2,353,begnign
234,2,10,1.78,40.2,6.38,371,5,0,14.89,150,2,266,begnign
286,2,10,1.65,45.9,6.38,414,7,0,11.48,153,2,307,begnign
201,2,5,1.66,60.8,8.22,255,0,0,10.13,95,2,64,begnign
555,2,6,1.62,136.33,17.4,702,0,0,13.63,254,2,294,begnign
129,2,6,1.82,37,22.2,184,1,0,10.57,83,2,87,begnign
419,2,18,4.91,31.94,57.5,527,0,0,15.54,135,2,261,begnign
932,218,5,17.91,308,11.76,1089,75,4,3.91,291,48,168,begnign
53,152,0,11,0,3.35,289,3,8,25.67,99,30,111,begnign
438,0,35,93.14,18.63,31.05,639,0,0,81.5,178,0,295,begnign
500,2,86,79.89,8.36,59.92,707,0,0,119.83,130,2,229,begnign
231,2,31,1.82,12.06,15.58,355,0,0,28.77,109,2,120,begnign
184,2,11,2.59,20.73,28.5,211,1,0,45.6,29,2,33,begnign
1405,217,3,2.84,610.67,13.67,1522,0,6,10.01,183,53,544,begnign
330,3,8,1.97,51.62,1.38,404,4,0,59,67,2,300,begnign
289,2,1,2.78,389,2.9,375,0,0,27.79,96,2,193,begnign
194,17,29,1.48,9.38,20.92,237,0,0,10.88,27,3,120,begnign
63,0,4,2.25,35.5,15.78,138,0,0,0,74,0,84,begnign
110,0,6,2.04,37,24.67,9,0,0,222,105,0,108,begnign
623,2,1,2.98,787,18.74,741,0,0,18.74,160,2,209,begnign
683,2,1,2.93,860,22.05,811,0,0,18.3,173,2,201,begnign
98,0,37,1.47,5.35,198,1,3,0,33,59,0,85,begnign
88,2,4,7.39,42.5,6.07,160,0,0,85,75,2,60,begnign
65,0,4,1.13,19.5,78,1,1,0,1.9,7,0,19,begnign
431,2,2,2.52,280.5,2.39,471,9,0,6.38,116,2,235,begnign
23,3,4,3.95,21.75,1.01,86,0,0,87,56,2,86,begnign
37,0,19,12.67,4,3.45,32,1,0,5.43,18,0,22,begnign
5,2,4,12.67,9.5,1.15,33,5,0,7.6,21,2,33,begnign
4,2,5,15.5,6.2,1.03,30,0,0,31,19,2,30,begnign
899,11,24,1.28,47.58,67.18,1097,7,1,27.19,199,8,506,begnign
131,0,1,1.33,171,24.43,158,0,0,24.43,38,0,36,begnign
841,2,28,1.06,32.82,1.39,869,1,0,23.56,46,2,667,begnign
283,0,1,1.16,328,46.86,294,0,0,14.91,43,0,105,begnign
1102,8,7,2.48,176.86,137.56,9,0,0,28.14,120,7,679,begnign
656,2,298,1.18,3.42,44.35,739,2,0,5.67,61,2,103,begnign
707,0,218,523,4.8,45.48,872,5,0,6.84,115,0,221,begnign
857,0,6,1.09,153.67,92.2,867,0,0,18.44,58,0,136,begnign
4,0,13,0,1.46,0,0,0,0,1.46,2,0,2,begnign
547,2,13,1.17,50.77,660,1,0,0,20,97,2,244,begnign
8,0,0,3.75,0,2,26,1,0,30,20,0,17,begnign
206,0,1,1.33,272,20.92,226,0,0,8.24,64,0,68,begnign
78,17,194,1.11,1.56,13.17,99,0,3,1.8,12,3,23,begnign
146,3,5,1.25,36.4,6.5,47,0,0,1.5,26,2,28,begnign
892,236,24,6.36,59.62,10.29,1031,0,3,4.03,220,59,364,begnign
524,2,7,1.15,84.29,84.29,7,0,0,9.37,56,2,100,begnign
29,0,5,0,18.6,11.62,8,0,0,0,58,0,68,begnign
524,0,2,1.1,286,81.71,528,0,0,17.88,45,0,114,begnign
307,0,4,1.22,89.75,21.12,339,0,0,17.95,47,0,87,begnign
617,2,10,1.21,73.8,46.12,692,0,0,16.04,108,2,156,begnign
44,0,3,2.55,37.33,12.44,45,0,0,37.33,64,0,34,begnign
657,2,6,3.68,135.5,11.78,741,0,0,15.94,147,2,454,begnign
170,0,23,4.4,12.43,35.75,252,0,0,13.62,92,0,141,begnign
131,2,3,2.31,67.67,9.23,184,1,0,20.3,65,2,126,begnign
230,2,10,38.89,35,14,313,0,0,10.94,107,2,100,begnign
9,3,14,4.72,6.07,1.01,84,0,0,85,58,2,84,begnign
69,0,8,2.32,14.5,5.52,115,0,0,116,38,0,55,begnign
130,2,38,3.95,6.34,34.43,7,1,0,80.33,69,2,103,begnign
17,0,12,5.5,3.67,6.29,7,0,0,0,14,0,30,begnign
145,2,30,7.29,8.5,18.21,250,1,0,85,76,2,120,begnign
203,2,26,1.72,10.77,46.67,6,0,0,0,48,2,81,begnign
552,2,47,2.85,16.36,128.17,746,1,0,45.24,166,2,453,begnign
236,2,26,3.08,15.04,11.85,378,0,0,43.44,126,2,152,begnign
223,0,3,2.79,95,3.75,254,0,0,9.83,58,0,136,begnign
43,42,1,3.54,138,1.84,129,0,3,34.5,50,11,75,begnign
88,19,1,4.43,195,1.23,190,4,1,39,82,8,159,begnign
943,2,1,3.4,1060,35.33,1039,0,0,55.79,113,2,599,begnign
96,0,14,1.88,12.86,15,178,0,0,90,69,0,53,begnign
0,0,0,0,0,1,1,0,0,1,0,0,0,begnign
1638,2,13,3.68,141.46,15.85,1733,0,0,21.64,185,2,520,begnign
118,2,1,1.7,173,5.58,168,0,0,57.67,51,2,70,begnign
144,2,1,1.89,229,7.16,224,0,0,76.33,81,2,126,begnign
0,0,0,0,0,1,1,0,0,1,0,0,0,begnign
344,5,5,1.24,86.6,7.87,384,1,0,10.56,72,2,104,begnign
88,2,4,3.29,42,1.07,162,4,0,28,69,2,157,begnign
400,5,5,1.22,98.8,6.68,449,1,0,14.11,78,2,137,begnign
107,39,27,2.53,9.74,3.6,257,0,1,65.75,89,11,75,begnign
93,2,10,1.57,14.9,6.21,135,0,0,37.25,43,2,53,begnign
817,2,7,2.4,139.14,18.04,921,0,0,23.19,147,2,241,begnign
219,2,6,60.5,60.5,2.19,354,5,0,60.5,130,2,166,begnign
422,2,18,1.15,27.06,17.39,470,0,0,97.4,44,2,118,begnign
80,42,11,2.51,17.36,2.58,74,0,3,21.22,56,11,74,begnign
225,2,27,2.06,13.33,3.91,357,0,0,120,105,2,130,begnign
141,8,31,5.02,9.23,1.06,280,5,0,47.67,99,4,271,begnign
963,2,15,2.64,77.93,61.53,908,1,0,4.81,187,2,523,begnign
244,0,8,1.11,34.88,279,1,1,0,15.5,25,0,160,begnign
1,0,1,2,4,4,1,0,0,4,1,0,3,begnign
284,0,4,3.93,93.25,19.63,346,0,0,23.31,84,0,179,begnign
1899,2,37,4.28,58.81,167.38,1999,14,0,13.6,223,2,468,begnign
26,0,1,65,65,5.91,59,0,0,65,37,0,22,begnign
94,4,5,2.79,50.8,3.1,248,0,0,84.67,150,3,114,begnign
1,0,0,7,0,3.5,2,0,0,0,5,0,5,begnign
273,2,17,1.95,19.41,55,6,0,0,55,37,2,123,begnign
30,69,2,28.17,84.5,1.14,156,0,4,21.12,65,20,148,begnign
484,0,13,1.35,41.69,41.69,314,0,0,3.69,44,0,23,begnign
323,0,4,1.33,105.5,28.13,392,0,0,20.1,94,0,79,begnign
530,15,10,1.97,67.7,84.62,447,0,1,2.97,116,5,356,begnign
1625,30,15,2.31,125.8,314.5,1273,0,6,3.14,202,8,665,begnign
540,2,11,1.25,59.55,5.65,547,0,0,10.08,101,2,198,begnign
741,2,6,1.71,159.33,28.97,912,2,0,25.16,204,2,278,begnign
473,13,112,2.68,6.65,49.67,385,8,3,2.1,114,2,247,begnign
2880,48,241,2.68,14.45,151.39,1720,0,15,2.04,266,13,442,begnign
1976,0,9,163.69,236.44,25.04,1762,0,0,6.49,142,0,191,begnign
14,4,3,5.77,25,1.17,64,5,0,9.38,48,3,64,begnign
336,359,5,2.25,181.4,129.57,875,1,9,34.88,196,53,514,begnign
196,225,4,2.59,147,1.74,564,1,4,24.5,145,60,338,begnign
1695,2,64,1.58,30.92,12.29,1627,3,0,7.33,214,2,294,begnign
3,2,4,25,6.25,1.04,24,0,0,25,15,2,24,begnign
50,2,8,7.71,16.38,1.04,126,5,0,26.2,65,2,126,begnign
639,0,7,78.82,123.86,6.62,849,0,0,66.69,220,0,574,begnign
1846,2,6,179.45,329,141,1242,0,0,3.19,119,2,49,begnign
2682,2,38,2.36,74.89,142.3,2288,4,0,6.74,119,2,292,begnign
37,0,3,1.66,17.67,53,1,1,0,7.57,11,0,10,begnign
624,2,1,2.56,796,1.52,749,24,0,16.94,144,2,524,begnign
1806,2,5,3.1,402.2,14.9,1704,5,0,11.05,192,2,575,begnign
464,2,20,1.09,26.45,529,1,1,0,3.53,41,2,95,begnign
1,0,1,3,3,1,3,0,0,0,0,0,0,begnign
1807,6,47,1.21,43.38,203.9,1602,1,0,5.91,175,5,246,begnign
1972,2,24,1.49,93.75,17.18,1933,2,0,8.82,249,2,211,begnign
1931,0,4,126.44,505.75,53.24,1363,0,0,7.28,87,0,43,begnign
1024,0,5,165.43,231.6,52.64,884,0,0,5.24,128,0,88,begnign
90,2,9,1.76,16.78,15.1,135,0,0,30.2,49,2,51,begnign
914,2,29,5.31,36.97,67,992,1,0,21.44,125,2,283,begnign
575,2,16,3.2,43.81,43.81,670,1,0,31.86,106,2,246,begnign
255,2,13,1.64,27.77,22.56,332,0,0,30.08,90,2,139,begnign
1028,2,27,1.78,44.37,74.88,1118,1,0,19.97,139,2,318,begnign
228,2,14,1.64,22.71,19.88,299,1,0,39.75,72,2,100,begnign
291,2,17,1.63,24.82,13.61,393,1,0,20.1,110,2,120,begnign
182,2,6,1.52,41.5,15.56,214,1,0,22.64,57,2,100,begnign
38,0,1,1.87,73,73,1,0,0,73,33,0,59,begnign
39,78,7,6.34,29,1.55,190,0,4,25.38,76,24,131,begnign
66,2,126,1.38,1.94,10.65,128,10,0,2.53,40,2,48,begnign
731,2,32,41.5,31.12,142.29,7,5,0,17.47,225,2,318,begnign
133,0,3,1.77,64.33,27.57,7,0,0,10.72,56,0,39,begnign
818,2,6,0,157.33,944,1,0,0,8.07,117,2,188,begnign
55,0,11,0,15.36,7.68,169,0,0,0,102,0,104,begnign
44,2,14,7.15,10.21,11,118,9,0,9.53,73,2,57,begnign
1141,2,28,1.37,50.46,28.26,1238,0,0,9.36,241,2,173,begnign
205,0,19,2.25,14.11,44.67,213,1,0,6.38,42,0,53,begnign
2323,0,5,1.17,493.2,123.3,2067,0,0,7.07,137,0,1262,begnign
9,0,1,9.4,47,47,1,0,0,47,36,0,33,begnign
65,5,17,3.1,9.29,1.21,154,0,0,39.5,70,4,131,begnign
1385,2,12,1.18,131.58,92.88,1459,1,0,15.63,178,2,337,begnign
552,2,282,1.28,3.71,52.25,811,24,0,4.75,184,2,267,begnign
87,7,8,2.62,20,2.76,131,0,0,22.86,57,3,63,begnign
67,4,10,22.57,15.8,1.03,153,5,0,31.6,71,3,153,begnign
159,2,6,11.27,56.33,42.25,8,0,0,67.6,170,2,233,begnign
177,9,29,1.54,10.48,1.08,296,5,0,38,82,5,281,begnign
21,4,6,3.43,12,1.53,47,0,0,9,40,3,47,begnign
54,2,21,3.95,7.33,19.25,132,0,0,11,76,2,50,begnign
48,5,27,4.92,4.56,1.29,109,0,0,41,41,4,95,begnign
1800,2,66,3.12,36.89,13.02,2289,1,0,20.46,565,2,723,begnign
1521,287,7,1.61,291,19.59,1813,2,13,11.51,219,77,638,begnign
422,2,44,0,13.2,18.74,517,0,0,13.51,112,2,189,begnign
67,2,8,2.38,19.38,1.28,150,4,0,31,73,2,121,begnign
154,2,2,1.42,106,30.29,197,0,0,53,53,2,89,begnign
4,0,0,0,0,0,0,0,0,2,0,0,2,begnign
615,0,15,1.32,55.4,37.77,721,4,0,7.55,196,0,526,begnign
2375,2,16,1.12,163.31,153.71,2098,1,0,5.47,218,2,368,begnign
123,2,34,0,8.97,152.5,2,0,0,152.5,145,2,205,begnign
23,3,7,5,15.71,1.53,105,0,0,22,76,2,72,begnign
59,0,1,2.35,141,141,1,1,0,70.5,79,0,95,begnign
394,2,174,1.27,3.96,29.96,533,10,0,5.6,108,2,153,begnign
233,2,22,1.74,18.05,56.71,7,1,0,56.71,138,2,323,begnign
68,2,17,0,8.53,145,1,0,0,29,57,2,58,begnign
78,2,4,2.44,45.75,1.03,178,5,0,36.6,93,2,178,begnign
1178,2,223,1.31,7.2,69.83,1362,1,0,7.44,201,2,199,begnign
395,5,8,1.75,66.88,53.5,419,0,0,4.61,123,2,292,begnign
752,15,164,2.49,6.62,72.4,474,21,4,1.84,86,3,208,begnign
12,4,5,7.18,15.8,1.2,72,3,1,11.29,54,2,66,begnign
58,4,4,2.67,38,1.38,144,5,0,19,80,3,110,begnign
8,3,6,15.67,7.83,1.02,46,0,0,47,29,2,46,begnign
96,2,3,1.25,42,1.35,108,1,0,8.4,23,2,93,begnign
1,0,0,8,0,1,8,0,0,0,6,0,0,begnign
297,0,10,1.81,42.5,3.32,384,0,0,19.32,117,0,128,begnign
111,2,4,3.67,55,7.86,209,0,0,110,102,2,168,begnign
37,2,1,2.58,103,103,1,1,0,34.33,61,2,50,begnign
49,2,2,1.67,41,9.11,65,0,0,7.45,28,2,19,begnign
40,4,20,2.62,5.1,1.13,90,5,0,8.5,32,3,90,begnign
623,2,20,1.24,39.85,4.03,720,0,0,11.23,151,2,276,begnign
35,0,9,3.85,11.11,11.11,78,0,0,8.33,55,0,32,begnign
800,2,19,2.25,59.32,23.98,1076,0,0,29.66,305,2,713,begnign
183,0,1,99,198,24.75,8,0,0,28.29,13,0,140,begnign
36,2,3,4.29,48.67,1.39,141,5,0,29.2,99,2,105,begnign
7,3,3,7.5,15,1.15,39,4,1,7.5,27,1,39,begnign
49,1,8,1.91,13.88,18.5,6,0,0,0,51,0,103,begnign
26,0,10,1.54,3.7,37,1,0,0,7.4,0,0,11,begnign
868,2,8,1.93,129.25,147.71,940,0,0,12.02,155,2,254,begnign
64,2,7,3.03,26,3.87,181,0,0,182,108,2,129,begnign
52,9,107,1.47,1.96,9.13,93,0,1,2.39,39,1,41,begnign
13,0,2,0,22,44,1,0,0,44,28,0,43,begnign
208,24,10,2.93,39.6,2.3,381,4,2,30.46,149,10,172,begnign
160,0,36,31.33,7.83,141,2,0,0,21.69,85,0,78,begnign
78,5,4,2.23,43,4.3,143,18,0,7.17,66,4,40,begnign
52,2,1,1.51,83,5.93,77,0,0,27.67,27,2,30,begnign
15,0,2,2.35,20,3.33,40,0,0,0,22,0,23,begnign
506,2,16,1.2,39.19,18.44,565,1,0,11.2,101,2,198,begnign
53,3,7,4,25.71,1.67,161,17,1,9.47,99,1,108,begnign
1080,2,7,3.77,183.29,9.16,1120,0,0,8.22,193,2,590,begnign
285,0,13,2.15,26.77,49.71,7,0,0,69.6,49,0,97,begnign
279,8,7,2.15,57.43,50.25,8,2,0,7.88,103,4,79,begnign
271,2,42,1.77,10.64,9.93,424,0,0,44.7,131,2,343,begnign
37,0,0,1.92,0,71,1,1,0,17.75,32,0,29,begnign
101,2,49,13.16,5.1,62.5,4,0,0,4.31,97,2,84,begnign
1606,0,6,68.96,287.33,215.5,1422,0,0,12.49,111,0,712,begnign
147,8,34,4.79,8.18,1.06,272,5,0,46.33,82,4,262,begnign
3,0,0,2.5,0,5,1,0,0,5,1,0,4,begnign
2304,2,2,1.13,1177.5,39.92,2108,0,0,9.53,46,2,126,begnign
604,0,7,0,94.43,82.62,8,0,0,24.48,49,0,260,begnign
826,2,18,1.73,62.94,9.06,1049,0,0,14.53,286,2,289,begnign
232,4,19,2.01,19.21,21.47,362,0,0,121.67,109,3,211,begnign
180,7,41,1.65,8.51,1.05,343,5,0,58.17,114,3,333,begnign
410,2,6,1.62,106.33,42.53,571,0,0,12.27,219,2,202,begnign
43,114,2,15.87,119,1.25,228,0,5,47.6,74,23,191,begnign
115,0,16,2.43,17,1.07,266,0,0,0,140,0,254,begnign
636,2,60,3.89,14.27,142.67,6,0,0,23.14,157,2,348,begnign
571,2,57,3.62,13.7,130.17,6,0,0,21.69,150,2,364,begnign
2187,2,14,2.4,172.43,41.62,2131,0,0,17.75,210,2,211,begnign
402,2,31,1.23,16.9,6.16,422,5,0,8.19,83,2,104,begnign
122,43,6,2.33,42,2.9,238,0,2,28,78,14,87,begnign
